יצרן,תאריך כניסה לזאפ,התאמה לגיימינג,מערכת הפעלה,משקל,סדרה,סוג מעבד,נפח זיכרון RAM,מהירות מעבד,דגם מעבד,דור מעבד,סוג הזכרון,כונן קשיח,מהירות כונן קשיח,כונן אופטי,גודל מסך,רזולוציית מסך,סוג מסך,קצב רענון תצוגה,מסך מגע,כרטיס מסך,אמצעי אבטחה,מצלמת רשת,חיבורים,רשת אלחוטית,מודם סלולארי,Page Number,מחיר,תוספת מחיר
Dell,2021,0,Windows 10 PRO,1.36,Vostro 5402,Intel Core i5,8.0,2400.0,1135G7,11.0,4.0,512,SSD,0,14.0,0.1254466804589054,LCD,60.0,0,Intel Iris Xe Graphics,קורא טביעות אצבע,1 מגה פיקסל,"RJ-45 , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,0,89.0,0.11446669391091133,0
Lenovo,2021,0,Windows  10,0.79,Yoga Duet 7,Intel Core i3,8.0,2400.0,1135G7,11.0,4.0,256,SSD,0,13.0,0.2285946022192966,IPS,60.0,1,Integrated Intel Iris Xe Graphics,מצלמת IR,כולל,"Thunderbolt , Card Reader , אוזניות/מיקרופון , USB-C , Bluetooth , USB",802.11ax,0,89.0,0.15735594605639558,0
Asus,2022,0,Windows 11 Pro,1.44,ExpertBook B7 Flip,Intel Core i7,32.0,2900.0,1195G7,11.0,4.0,1000,SSD,0,14.0,0.3730800576766347,LCD,60.0,1,Intel Iris Xe Graphics,"מצלמת IR , קורא טביעות אצבע",כולל,"RJ-45 , DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",0,89.0,0.3209440130772374,750
Acer,2021,0,Windows  10,2.3,Nitro 5,Intel Core i7,16.0,3300.0,11370H,11.0,4.0,512,SSD,0,15.6,0.1254466804589054,LCD,60.0,0,NVIDIA GeForce GTX 1650,לא כולל,לא כולל,"RJ-45 , DisplayPort , Thunderbolt , USB-C , HDMI , Bluetooth , USB","802.11b , 802.11a , 802.11g , 802.11n , 802.11ac , 802.11ax",0,90.0,0.17586841029832448,0
Lenovo,2021,0,Windows  10,1.66,IdeaPad 5,Intel Core i7,8.0,1300.0,1065G7,10.0,4.0,1256,5400+SSD,0,15.6,0.1254466804589054,IPS,60.0,0,NVIDIA GeForce MX350,לא כולל,1 מגה פיקסל,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,0,90.0,0.11638741315897017,0
HP,2021,0,Windows 10 PRO,1.45,ProBook x360,AMD Ryzen 5,16.0,2300.0,4500U,3.0,4.0,512,SSD,0,13.3,0.1254466804589054,LCD,60.0,1,AMD Radeon,מצלמת IR,כולל,"אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",כולל,0,90.0,0.11642827952595014,750
Dell,2020,0,Windows  10,1.76,Latitude,Intel Core i5,8.0,1700.0,10310U,10.0,4.0,512,SSD,0,14.0,0.1254466804589054,LED,60.0,0,Intel UHD Graphics,לא כולל,כולל,"RJ-45 , USB-C , HDMI , Bluetooth , USB",802.11ax,0,90.0,0.11642827952595014,0
Lenovo,2020,0,Windows 10 PRO,1.27,ThinkPad T14s,Intel Core i5,8.0,1600.0,10210U,10.0,4.0,256,SSD,0,14.0,0.1254466804589054,IPS,60.0,0,Integrated Intel UHD Graphics,קורא טביעות אצבע,1 מגה פיקסל,"DisplayPort , Card Reader , USB-C , HDMI , Bluetooth , USB",802.11ax,0,90.0,0.2026563138536984,0
Acer,2021,0,Windows 10 PRO,1.9,ConceptD 3 Ezel,Intel Core i7,16.0,2600.0,10750H,10.0,4.0,512,SSD,0,14.0,0.1254466804589054,LCD,60.0,1,NVIDIA GeForce GTX 1650 Max-Q Design,קורא טביעות אצבע,לא כולל,"Thunderbolt , USB-C , HDMI , Bluetooth , USB","802.11b , 802.11a , 802.11g , 802.11n , 802.11ac , 802.11ax",0,90.0,0.2593583980384144,0
Lenovo,2020,0,Windows  10,1.21,Yoga Slim,Intel Core i7,8.0,2800.0,1165G7,11.0,4.0,256,SSD,0,13.3,0.3730800576766347,IPS,60.0,0,Integrated Intel Iris Xe Graphics,מצלמת IR,1 מגה פיקסל,"Thunderbolt , אוזניות/מיקרופון , USB-C , Bluetooth , USB",802.11ax,0,90.0,0.17159787494891704,750
Lenovo,2021,0,ללא,1.66,IdeaPad 5,Intel Core i7,16.0,1300.0,1065G7,10.0,4.0,512,SSD,0,15.6,0.1254466804589054,LCD,60.0,0,NVIDIA GeForce MX350,לא כולל,1 מגה פיקסל,"DisplayPort , Card Reader , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ax,0,90.0,0.1593379648549244,0
Lenovo,2021,0,ללא,1.38,IdeaPad 5,Intel Core i5,8.0,2400.0,1135G7,11.0,4.0,512,SSD,0,14.0,0.1254466804589054,IPS,60.0,0,NVIDIA GeForce MX450,קורא טביעות אצבע,1 מגה פיקסל,"DisplayPort , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,0,90.0,0.11847159787494892,0
HP,2021,0,Windows  10,1.49,ENVY,Intel Core i7,16.0,2800.0,1165G7,11.0,4.0,512,SSD,0,14.0,0.1254466804589054,IPS,60.0,0,NVIDIA GeForce GTX 1650Ti,לא כולל,כולל,"DisplayPort , USB-C , HDMI , USB",כולל,0,90.0,0.30071516142214955,0
Dell,2021,0,Windows  10,1.59,Vostro 3400,Intel Core i5,8.0,2400.0,1135G7,11.0,4.0,512,SSD,0,14.0,0.1254466804589054,LCD,60.0,0,NVIDIA GeForce MX330,לא כולל,1 מגה פיקסל,"RJ-45 , Card Reader , HDMI , Bluetooth , USB",כולל,0,90.0,0.11945239068246832,0
Lenovo,2021,0,Windows  10,1.38,IdeaPad 5,Intel Core i7,8.0,2800.0,1165G7,11.0,4.0,512,SSD,0,14.0,0.1254466804589054,IPS,60.0,0,Integrated Intel Iris Xe Graphics,קורא טביעות אצבע,1 מגה פיקסל,"DisplayPort , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,0,91.0,0.12006538618716796,0
Lenovo,2021,0,Windows  10,1.2,Yoga Slim,Intel Core i7,16.0,2800.0,1165G7,11.0,4.0,512,SSD,0,14.0,0.1254466804589054,LCD,60.0,1,Integrated Intel Iris Xe Graphics,מצלמת IR,1 מגה פיקסל,"Thunderbolt , USB-C , Bluetooth , USB",802.11ax,0,91.0,0.26029832447895385,0
Acer,2021,0,Windows  10,1.7,ConceptD 3,Intel Core i7,16.0,2600.0,10750H,10.0,4.0,512,SSD,0,15.6,0.1254466804589054,LCD,60.0,0,NVIDIA GeForce GTX 1650 Max-Q,קורא טביעות אצבע,לא כולל,"Thunderbolt , USB-C , HDMI , Bluetooth , USB","802.11b , 802.11a , 802.11g , 802.11n , 802.11ac , 802.11ax",0,91.0,0.20341234164282795,0
Lenovo,2021,0,Windows 10 PRO,0.34,ThinkPad X12,Intel Core i7,16.0,2100.0,1160G7,11.0,4.0,1000,SSD,0,12.3,0.1254466804589054,IPS,60.0,1,Integrated Intel Iris Xe Graphics,לא כולל,כולל,"DisplayPort , Thunderbolt , אוזניות/מיקרופון , USB-C , Bluetooth , USB",802.11ax,1,91.0,0.31393543114017164,1000
HP,2021,0,Windows 10 PRO,1.13,Dragonfly MAX,Intel Core i7,32.0,3000.0,1185G7,11.0,4.0,2000,SSD,0,13.3,0.1254466804589054,IPS,60.0,1,Intel Iris X Graphics,"מצלמת IR , קורא טביעות אצבע",כולל,"Thunderbolt , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",WiFi 6,1,91.0,0.4347159787494892,750
Asus,2021,0,ללא,2.0,TUF Dash,Intel Core i7,16.0,3300.0,11370H,11.0,4.0,512,SSD,0,15.6,0.1254466804589054,LCD,60.0,0,NVIDIA GeForce RTX 3070,לא כולל,לא כולל,"RJ-45 , Thunderbolt , אוזניות/מיקרופון , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",0,91.0,0.29260318757662446,0
Asus,2022,0,ללא,1.4,VivoBook 14,Intel Core i7,16.0,2800.0,1165G7,11.0,4.0,1000,SSD,0,14.0,0.1254466804589054,LCD,60.0,0,NVIDIA GeForce MX350,קורא טביעות אצבע,1 מגה פיקסל,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",0,91.0,0.1260318757662444,0
Dell,2021,0,Windows 10 PRO,1.79,Latitude 3520,Intel Core i5,8.0,2400.0,1135G7,11.0,4.0,256,SSD,0,15.6,0.0,LCD,60.0,0,Intel UHD Graphics,לא כולל,כולל,"RJ-45 , DisplayPort , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , USB",802.11ax,0,91.0,0.1225173682059665,0
Asus,2021,0,Windows  10,1.3,ZenBook Flip,Intel Core i5,16.0,2400.0,1135G7,11.0,4.0,1000,SSD,0,13.3,0.1254466804589054,LCD,60.0,1,Intel Iris Xe Graphics,מצלמת IR,כולל,"Thunderbolt , אוזניות/מיקרופון , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",0,91.0,0.17521454842664488,750
Dell,2021,0,Windows  10,1.64,Vostro 5502,Intel Core i5,8.0,2400.0,1135G7,11.0,4.0,512,SSD,0,15.6,0.1254466804589054,LCD,60.0,0,Intel Iris Xe Graphics,קורא טביעות אצבע,1 מגה פיקסל,"RJ-45 , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,0,91.0,0.12255823457294647,0
Lenovo,2020,0,Windows  10,1.35,YOGA,Intel Core i5,8.0,1600.0,10210U,10.0,4.0,512,SSD,0,13.3,0.1254466804589054,IPS,60.0,1,Intel UHD Graphics,קורא טביעות אצבע,1 מגה פיקסל,"USB-C , USB",כולל,0,91.0,0.1319983653453208,750
Lenovo,2021,0,ללא,1.43,ThinkPad L13 Yoga,Intel Core i5,8.0,1600.0,10210U,10.0,4.0,256,SSD,0,13.3,0.1254466804589054,IPS,60.0,1,Intel UHD Graphics,מצלמת IR,1 מגה פיקסל,"DisplayPort , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,0,91.0,0.12398855741724561,750
Dell,2021,0,Windows 10 PRO,2.45,Precision M7560,Intel Core i9,32.0,2600.0,11950H,11.0,4.0,1000,SSD,0,15.6,0.1254466804589054,LCD,60.0,0,NVIDIA RTX A3000,לא כולל,1 מגה פיקסל,"RJ-45 , DisplayPort , USB-C , HDMI , Bluetooth , USB",WiFi 6,0,91.0,0.520004086636698,0
Dell,2021,0,ללא,1.33,Latitude 7420,Intel Core i7,16.0,3000.0,1185G7,11.0,4.0,512,SSD,0,14.0,0.1254466804589054,LCD,60.0,0,Intel Iris Xe Graphics,לא כולל,כולל,"DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",0,91.0,0.20159378831221905,0
Dell,2021,0,Windows  10,2.34,Inspirion G3,Intel Core i5,8.0,2500.0,10300H,10.0,4.0,512,SSD,0,15.6,0.1254466804589054,LCD,60.0,0,NVIDIA GeForce GTX 1650Ti,לא כולל,1 מגה פיקסל,"RJ-45 , Card Reader , HDMI , Bluetooth , USB",כולל,0,91.0,0.12905598692276257,0
Lenovo,2021,0,Windows 10 PRO,1.31,ThinkPad X13,Intel Core i5,8.0,2400.0,1135G7,11.0,4.0,256,SSD,0,13.3,0.15365807786345684,IPS,60.0,0,Integrated Intel Iris Xe Graphics,מצלמת IR,כולל,"RJ-45 , Thunderbolt , Card Reader , HDMI , Bluetooth , USB",802.11ax,0,92.0,0.17437678790355537,0
Lenovo,2020,0,Windows 10 PRO,1.75,ThinkPad P15s,Intel Core i5,8.0,1600.0,10210U,10.0,4.0,512,SSD,0,15.6,0.1254466804589054,LCD,60.0,0,NVIDIA Quadro P520,קורא טביעות אצבע,1 מגה פיקסל,"Thunderbolt , USB-C , HDMI , Bluetooth , USB",802.11ac,0,92.0,0.20796894156109522,0
Dell,2021,0,ללא,1.12,Latitude 7320,Intel Core i7,16.0,2400.0,1185G7,11.0,4.0,512,SSD,0,13.3,0.1254466804589054,LCD,60.0,0,Intel Iris Xe Graphics,"מצלמת IR , קורא טביעות אצבע",כולל,"DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",0,92.0,0.2213322435635472,0
HP,2021,0,Windows  10,1.61,Pavilion x360,Intel Core i5,8.0,2400.0,1135G7,11.0,4.0,512,SSD,0,14.0,0.1254466804589054,LCD,60.0,1,Intel Iris Xe Graphics,לא כולל,1 מגה פיקסל,"אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",כולל,0,92.0,0.12652227217000409,750
Lenovo,2021,0,Windows  10,1.9,Yoga 7,Intel Core i7,16.0,2800.0,1165G7,11.0,4.0,512,SSD,0,15.6,0.1254466804589054,LCD,60.0,1,Integrated graphics,לא כולל,1 מגה פיקסל,"DisplayPort , Thunderbolt , Bluetooth , USB","WiFi 6 , 802.11ax",0,92.0,0.19877400899060074,750
Lenovo,2020,0,Windows 10 PRO,1.25,ThinkPad X13,Intel Core i5,8.0,1600.0,10210U,10.0,4.0,256,SSD,0,13.3,0.1254466804589054,IPS,60.0,1,Integrated Intel UHD Graphics,"מצלמת IR , קורא טביעות אצבע",1 מגה פיקסל,"DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,0,92.0,0.126644871270944,750
Asus,2021,0,Windows 10 PRO,1.73,ExpertBook B1,Intel Core i5,16.0,2400.0,1135G7,11.0,4.0,512,SSD,0,15.6,0.1254466804589054,LCD,60.0,0,Intel Iris Xe Graphics,קורא טביעות אצבע,1 מגה פיקסל,"VGA , RJ-45 , Thunderbolt , Card Reader , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ax,0,92.0,0.126644871270944,0
Lenovo,2021,0,Windows  10,2.1,IdeaPad 3,Intel Core i7,8.0,2800.0,1165G7,11.0,4.0,256,SSD,0,17.3,0.1254466804589054,IPS,60.0,0,Integrated Intel Iris Xe Graphics,קורא טביעות אצבע,1 מגה פיקסל,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,0,92.0,0.126644871270944,0
Dell,2021,0,ללא,1.36,Vostro 5402,Intel Core i7,8.0,2800.0,1165G7,11.0,4.0,1000,SSD,0,14.0,0.1254466804589054,LCD,60.0,1,NVIDIA GeForce MX330,קורא טביעות אצבע,1 מגה פיקסל,"RJ-45 , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,0,92.0,0.13109930527176133,0
Lenovo,2020,0,Windows  10,1.9,ThinkPad,Intel Core i5,8.0,1600.0,10210U,10.0,4.0,256,SSD,0,15.6,0.1254466804589054,IPS,60.0,0,Intel UHD Graphics,קורא טביעות אצבע,1 מגה פיקסל,"RJ-45 , USB-C , HDMI , USB",כולל,0,92.0,0.1311401716387413,0
Dell,2020,0,Windows  10,1.55,Inspirion 5406,Intel Core i5,8.0,2400.0,1135G7,11.0,4.0,256,SSD,0,14.0,0.1254466804589054,LCD,60.0,1,Intel Iris Xe Graphics,לא כולל,1 מגה פיקסל,"DisplayPort , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,0,92.0,0.1278299959133633,750
Lenovo,2021,0,Windows 10 PRO,1.44,IdeaPad Yoga 9,Intel Core i7,16.0,3000.0,1185G7,11.0,4.0,512,SSD,0,14.0,0.1254466804589054,IPS,60.0,1,Integrated Intel Iris Xe Graphics,קורא טביעות אצבע,1 מגה פיקסל,"Thunderbolt , אוזניות/מיקרופון , USB-C , Bluetooth , USB",802.11ax,0,92.0,0.2621373109930527,750
Lenovo,2021,0,Windows 10 PRO,1.5,ThinkPad T14s,Intel Core i5,8.0,2400.0,1135G7,11.0,4.0,256,SSD,0,14.0,0.1254466804589054,IPS,60.0,1,Integrated Intel Iris Xe Graphics,קורא טביעות אצבע,1 מגה פיקסל,Card Reader,802.11ax,0,92.0,0.12827952595014303,750
Dell,2021,0,Windows 10 PRO,1.84,Precision 5560,Intel Core i9,32.0,2600.0,11950H,11.0,4.0,1000,SSD,0,15.6,0.15365807786345684,LCD,60.0,0,NVIDIA RTX A2000,"מצלמת IR , קורא טביעות אצבע",כולל,"DisplayPort , Thunderbolt , USB-C , Bluetooth , USB",כולל,0,92.0,0.49991826726604005,0
Asus,2018,1,Windows  10,2.45,ROG Zephyrus,Intel Core i7,16.0,2200.0,8750H,8.0,4.0,1256,5400+SSD,0,15.6,0.1254466804589054,IPS,144.0,0,NVIDIA GeForce GTX1060,לא כולל,כולל,"USB-C , HDMI , USB",כולל,0,92.0,0.23287699223539027,0
HP,2020,0,Windows 10 PRO,1.23,EliteBook,Intel Core i7,16.0,4900.0,10510U,10.0,4.0,512,SSD,0,13.3,0.1254466804589054,LCD,60.0,0,Intel Premium UHD Graphics,לא כולל,1 מגה פיקסל,"Thunderbolt , אוזניות/מיקרופון , USB-C , Bluetooth , USB",WiFi 6,0,93.0,0.22458111973845526,0
Asus,2021,0,Windows  10,1.8,VivoBook S15,Intel Core i7,16.0,2800.0,1165G7,11.0,4.0,1000,SSD,0,15.6,0.1254466804589054,LCD,60.0,0,NVIDIA GeForce MX350,קורא טביעות אצבע,1 מגה פיקסל,"Thunderbolt , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ax,0,93.0,0.17975071516142216,0
Lenovo,2022,1,Windows 11 Home,2.25,IdeaPad Gaming 3,AMD Ryzen 7,16.0,3200.0,5800H,4.0,4.0,512,SSD,0,15.6,0.1254466804589054,IPS,120.0,0,NVIDIA GeForce RTX 3060,לא כולל,1 מגה פיקסל,"RJ-45 , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",0,93.0,0.1938087454025337,0
Dell,2021,0,Windows  10,1.55,Inspirion 5406,Intel Core i7,8.0,2800.0,1165G7,11.0,4.0,512,SSD,0,14.0,0.1254466804589054,LCD,60.0,1,Intel UHD Graphics,לא כולל,1 מגה פיקסל,"DisplayPort , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,0,93.0,0.13109930527176133,750
Acer,2021,0,Windows  10,2.3,Nitro 5,Intel Core i5,8.0,3100.0,11300H,11.0,4.0,512,SSD,0,15.6,0.1254466804589054,LCD,60.0,0,NVIDIA GeForce GTX 1650,לא כולל,לא כולל,"RJ-45 , DisplayPort , Thunderbolt , USB-C , HDMI , Bluetooth , USB","802.11b , 802.11a , 802.11g , 802.11n , 802.11ac , 802.11ax",0,93.0,0.1356354720065386,0
Lenovo,2021,0,Windows  10,1.38,IdeaPad 5,Intel Core i5,24.0,2400.0,1135G7,11.0,4.0,256,SSD,0,14.0,0.1254466804589054,IPS,60.0,0,NVIDIA GeForce MX450,קורא טביעות אצבע,1 מגה פיקסל,"DisplayPort , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,0,93.0,0.13277482631794033,0
Asus,2021,0,Windows  10,1.45,VivoBook Pro,Intel Core i7,16.0,3300.0,11370H,11.0,4.0,1000,SSD,0,14.0,0.5063005454203499,LCD,60.0,0,NVIDIA GeForce RTX 3050,קורא טביעות אצבע,1 מגה פיקסל,"Thunderbolt , Card Reader , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ax,0,93.0,0.19344094809971393,0
Lenovo,2021,0,Windows 10 PRO,1.36,ThinkPad T14s,Intel Core i5,16.0,2400.0,1135G7,11.0,4.0,1000,SSD,0,14.0,0.1254466804589054,IPS,60.0,0,Integrated Intel Iris Xe Graphics,מצלמת IR,כולל,"DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ax,0,93.0,0.24309358398038414,0
Dell,2021,0,Windows 10 PRO,1.36,Vostro 5402,Intel Core i7,16.0,2800.0,1165G7,11.0,4.0,512,SSD,0,14.0,0.1254466804589054,LED,60.0,0,NVIDIA GeForce MX330,קורא טביעות אצבע,1 מגה פיקסל,"RJ-45 , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , USB",802.11ac,0,93.0,0.18383735185941968,0
Lenovo,2021,0,Windows 10 PRO,1.8,Yoga Slim,Intel Core i7,16.0,2600.0,10750H,10.0,4.0,1000,SSD,0,15.6,0.1254466804589054,IPS,60.0,0,NVIDIA GeForce GTX 1650,"מצלמת IR , קורא טביעות אצבע",1 מגה פיקסל,"DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,0,93.0,0.23494074376787905,0
Asus,2021,0,Windows 10 PRO,0.88,ExpertBook B9,Intel Core i7,16.0,2800.0,1165G7,11.0,4.0,512,SSD,0,14.0,0.1254466804589054,LCD,60.0,0,Intel Iris Xe Graphics,קורא טביעות אצבע,1 מגה פיקסל,"אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ax,0,93.0,0.21246424192889252,0
Lenovo,2021,0,Windows  10,1.9,Yoga 7,Intel Core i5,16.0,2400.0,1135G7,11.0,4.0,512,SSD,0,15.6,0.1254466804589054,LCD,60.0,1,Integrated graphics,קורא טביעות אצבע,1 מגה פיקסל,"USB-C , Bluetooth , USB",802.11ax,0,93.0,0.17956681651001227,750
Lenovo,2021,0,Windows  10,1.38,IdeaPad 5,Intel Core i5,8.0,2400.0,1135G7,11.0,4.0,1000,SSD,0,14.0,0.1254466804589054,IPS,60.0,0,NVIDIA GeForce MX450,קורא טביעות אצבע,1 מגה פיקסל,"DisplayPort , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,0,93.0,0.13890478136493667,0
Lenovo,2021,0,Windows  10,1.5,Flex 5,Intel Core i5,16.0,2400.0,1135G7,11.0,4.0,512,SSD,0,14.0,0.1254466804589054,IPS,60.0,1,Integrated Intel UHD Graphics,קורא טביעות אצבע,1 מגה פיקסל,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,0,93.0,0.13481814466693912,750
HP,2021,0,Windows  10,1.28,ProBook,Intel Core i5,16.0,2400.0,1135G7,11.0,4.0,512,SSD,0,13.3,0.1254466804589054,IPS,60.0,0,Integrated Intel Iris Xe Graphics,מצלמת IR,1 מגה פיקסל,"DisplayPort , USB-C , HDMI , Bluetooth , USB",WiFi 6,0,94.0,0.1351450756027789,0
Asus,2020,0,Windows  10,1.3,ZenBook Flip,Intel Core i5,8.0,2400.0,1135G7,11.0,4.0,512,SSD,1,13.3,0.1254466804589054,IPS,60.0,1,Intel Iris Plus Graphics,מצלמת IR,כולל,"Thunderbolt , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",0,94.0,0.1351859419697589,750
HP,2020,0,Windows 10 PRO,1.74,ZBook Studio,Intel Core i7,32.0,2700.0,10850H,10.0,4.0,1000,SSD,0,15.6,0.1254466804589054,LCD,60.0,0,NVIDIA Quadro RTX 4000,לא כולל,1 מגה פיקסל,"DisplayPort , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",WiFi 6,0,94.0,0.5398038414384961,0
Acer,2021,0,Windows 10 PRO,1.05,Swift 5,Intel Core i7,16.0,2800.0,1165G7,11.0,4.0,512,SSD,0,14.0,0.1254466804589054,LCD,60.0,1,NVIDIA GeForce MX350,קורא טביעות אצבע,לא כולל,"DisplayPort , Thunderbolt , USB-C , HDMI , Bluetooth , USB","802.11b , 802.11a , 802.11g , 802.11n , 802.11ac",0,94.0,0.18205966489579076,0
Dell,2021,0,Windows 10 PRO,1.33,Latitude 7420,Intel Core i5,16.0,2600.0,1145G7,11.0,4.0,512,SSD,0,14.0,0.1254466804589054,LCD,60.0,0,Intel Iris Xe Graphics,לא כולל,כולל,Bluetooth,"WiFi 6 , 802.11ax",0,94.0,0.17809562729873316,0
Dell,2021,0,Windows 10 PRO,3.01,Precision M7760,Intel Core i7,16.0,2300.0,11800H,11.0,4.0,512,SSD,0,17.3,0.1254466804589054,LCD,60.0,0,NVIDIA RTX A3000,לא כולל,1 מגה פיקסל,"RJ-45 , DisplayPort , Thunderbolt , USB-C , HDMI , Bluetooth , USB",WiFi 6,0,94.0,0.5193706579485083,0
Lenovo,2020,1,Windows  10,2.25,Legion 7,Intel Core i7,16.0,2300.0,10875H,10.0,4.0,512,SSD,0,15.6,0.1254466804589054,LCD,144.0,0,NVIDIA GeForce RTX 2070,לא כולל,1 מגה פיקסל,"RJ-45 , Thunderbolt , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,0,94.0,0.3315079689415611,0
Lenovo,2021,0,Windows  10,1.2,Yoga Slim 9,Intel Core i5,16.0,2400.0,1135G7,11.0,4.0,512,SSD,0,14.0,0.1254466804589054,IPS,60.0,1,Integrated Intel Iris Xe Graphics,מצלמת IR,1 מגה פיקסל,"Thunderbolt , אוזניות/מיקרופון , Bluetooth , USB",802.11ax,0,94.0,0.23348998774008992,0
Lenovo,2021,0,Windows  10,1.9,Yoga 7,Intel Core i5,8.0,2400.0,1135G7,11.0,4.0,256,SSD,0,15.6,0.1254466804589054,LCD,60.0,1,Integrated graphics,לא כולל,1 מגה פיקסל,Bluetooth,כולל,0,94.0,0.13792398855741725,750
Dell,2021,0,ללא,1.53,Latitude 7520,Intel Core i7,16.0,3000.0,1185G7,11.0,4.0,512,SSD,0,15.6,0.1254466804589054,LCD,60.0,0,Intel Iris Xe Graphics,מצלמת IR,2 מגה פיקסל,"DisplayPort , Thunderbolt , Card Reader , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",0,94.0,0.28287699223539026,0
HP,2021,0,Windows  10,1.75,Pavilion,Intel Core i7,16.0,2800.0,1165G7,11.0,4.0,1000,SSD,0,15.6,0.1254466804589054,IPS,60.0,0,NVIDIA GeForce MX450,לא כולל,1 מגה פיקסל,"DisplayPort , Card Reader , אוזניות/מיקרופון , HDMI , Bluetooth , USB","802.11b , 802.11a , 802.11g , 802.11n , 802.11ac",0,94.0,0.14286881896199427,0
Dell,2021,0,Windows  10,1.27,Inspiron 7306,Intel Core i7,16.0,2800.0,1165G7,11.0,4.0,512,SSD,0,13.3,0.8871544103817942,LCD,60.0,1,Intel Iris Xe Graphics,לא כולל,1 מגה פיקסל,"Card Reader , HDMI , Bluetooth , USB",WiFi 6,0,94.0,0.23696362893338782,750
Dell,2021,0,Windows 10 PRO,1.36,Vostro 5402,Intel Core i7,16.0,2800.0,1165G7,11.0,4.0,512,SSD,0,14.0,0.1254466804589054,LCD,60.0,0,NVIDIA GeForce MX330,לא כולל,1 מגה פיקסל,"RJ-45 , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,0,94.0,0.17975071516142216,0
Lenovo,2021,0,Windows 10 PRO,1.36,Yoga Slim,Intel Core i7,16.0,2800.0,1165G7,11.0,4.0,1000,SSD,0,14.0,0.1254466804589054,IPS,60.0,0,Integrated Intel Iris Xe Graphics,מצלמת IR,1 מגה פיקסל,"Thunderbolt , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth",802.11ax,0,94.0,0.18794442174090722,0
Lenovo,2022,0,ללא,1.41,IdeaPad 5 Pro,Intel Core i7,16.0,2800.0,1165G7,11.0,4.0,512,SSD,0,14.0,0.5063005454203499,IPS,90.0,0,NVIDIA GeForce MX450,מצלמת IR,1 מגה פיקסל,"DisplayPort , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",0,94.0,0.13890478136493667,0
