Brand,Zap Enter Date,Gaming Compability,Operating System,Two in One,Weight,Series,CPU type,RAM Capacity,CPU speed,CPU modal,CPU generation,Hard drive capacity,Hard drive Type,Optical Drive,Screen Size,Screen Resolution,Screen Type,FPS,Touch Screen,GPU,Web camera,Secutiry,Connectors,Wifi modal,Cellular modem,Min price,Max price,Page number,Memory type
Lenovo,מ 2022,גיימינג,ללא,ללא,"2.4 ק""ג",Legion 5,Intel Core i5,16 GB,2600Mhz,11400H,דור 11,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,NVIDIA GeForce RTX 3050 Ti,1 מגה פיקסל,לא כולל,"RJ-45 , Thunderbolt , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ax,לא כולל,"5,397","5,582",29.0,DDR4
Dell,מ 2022,לא רלוונטי,ללא,ללא,"1.69 ק""ג",Vostro 3510,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,Intel UHD Graphics,1 מגה פיקסל,לא כולל,"RJ-45 , Card Reader , HDMI , Bluetooth , USB",802.11ac,לא כולל,"2,721","4,190",29.0,DDR4
Asus,מ 2022,לא רלוונטי,Windows 11 Home,ללא,"1.14 ק""ג",ZenBook 13,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,512 GB,SSD,לא כולל,13.3 אינטש,,OLED,60 Hz,ללא,Intel Iris Xe Graphics,כולל,מצלמת IR,"Thunderbolt , Card Reader , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"4,241","5,290",29.0,DDR4
Lenovo,2021,גיימינג,Windows 11 Home,ללא,"2.25 ק""ג",IdeaPad Gaming 3,Intel Core i7,16 GB,3300Mhz,11370H,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,120 Hz,ללא,NVIDIA GeForce RTX 3050,1 מגה פיקסל,לא כולל,"RJ-45 , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"4,849","5,690",29.0,DDR4
Acer,2021,לא רלוונטי,Windows  10,ללא,"1.19 ק""ג",Swift 3,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,Intel Iris Xe Graphics,כולל,קורא טביעות אצבע,Bluetooth,"802.11b , 802.11a , 802.11g , 802.11n , 802.11ac , 802.11ax",לא כולל,"3,063","3,924",29.0,DDR4
Lenovo,2021,לא רלוונטי,Windows 11 Home,מסך מסתובב,"1.43 ק""ג",YOGA 7,Intel Core i5,16 GB,2400Mhz,1135G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,כולל,Integrated Intel Iris Xe Graphics,1 מגה פיקסל,קורא טביעות אצבע,"DisplayPort , Thunderbolt , אוזניות/מיקרופון , Bluetooth , USB",802.11ax,לא כולל,"4,266","5,390",29.0,DDR4
Lenovo,מ 2022,לא רלוונטי,Windows 11 Home,ללא,"1.41 ק""ג",IdeaPad 5 Pro,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,2880X1800,IPS,90 Hz,ללא,NVIDIA GeForce MX450,1 מגה פיקסל,מצלמת IR,"DisplayPort , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"4,672","5,040",29.0,DDR4
Asus,מ 2022,לא רלוונטי,Windows 11 Pro,ללא,"1.45 ק""ג",ExpertBook B1,Intel Core i5,16 GB,2400Mhz,1135G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,NVIDIA GeForce MX330,1 מגה פיקסל,קורא טביעות אצבע,"VGA , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"3,781","3,990",29.0,DDR4
Lenovo,מ 2022,לא רלוונטי,Windows 11 Home,ללא,"1.41 ק""ג",IdeaPad 5 Pro,AMD Ryzen 7,16 GB,1900Mhz,5800U,דור 4,1000 GB,SSD,לא כולל,14 אינטש,2240x1400,IPS,60 Hz,כולל,NVIDIA GeForce MX450,1 מגה פיקסל,מצלמת IR,"DisplayPort , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"4,589","4,990",29.0,DDR4
Lenovo,2021,גיימינג,ללא,ללא,"2.3 ק""ג",Legion 5 Pro,Intel Core i7,16 GB,2300MHz,11800H,דור 11,1000 GB,SSD,לא כולל,16 אינטש,2560x1600,IPS,165 Hz,ללא,NVIDIA GeForce RTX 3070,1 מגה פיקסל,לא כולל,"RJ-45 , DisplayPort , Thunderbolt , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ax,לא כולל,"7,294","9,221",29.0,DDR4
Asus,מ 2022,לא רלוונטי,Windows  10,ללא,"2 ק""ג",TUF Dash F15,Intel Core i7,16 GB,3300Mhz,11370H,דור 11,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,NVIDIA GeForce RTX 3050,לא כולל,לא כולל,"DisplayPort , Thunderbolt , אוזניות/מיקרופון , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"4,700","5,440",29.0,DDR4
Dell,מ 2022,לא רלוונטי,Windows 11 Home,ללא,"1.69 ק""ג",Vostro 3510,Intel Core i5,8 GB,4200Mhz,1035G1,דור 10,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,Intel UHD Graphics,1 מגה פיקסל,לא כולל,"RJ-45 , Card Reader , HDMI , Bluetooth , USB",802.11ac,לא כולל,"2,601","3,049",29.0,DDR4
Lenovo,מ 2022,לא רלוונטי,Windows 11 Home,מסך מסתובב,"1.8 ק""ג",IdeaPad Flex 5,Intel Core i5,16 GB,2400Mhz,1135G7,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,כולל,Integrated Intel Iris Xe Graphics,1 מגה פיקסל,קורא טביעות אצבע,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"3,839","4,140",29.0,DDR4
Lenovo,2020,לא רלוונטי,Windows  10,ללא,"1.7 ק""ג",IdeaPad 3,Intel Pentium Gold,4 GB,2400Mhz,6405U,דור 6,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,Integrated Intel UHD Graphics,כולל,לא כולל,"Card Reader , אוזניות/מיקרופון , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"1,549","1,650",29.0,DDR4
Asus,2021,לא רלוונטי,ללא,ללא,"1.6 ק""ג",לא רלוונטי,Intel Core i3,8 GB,2100Mhz,10110U,דור 10,256 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,Intel HD Graphics 520,כולל,לא כולל,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,לא כולל,"1,550","1,900",29.0,DDR4
Lenovo,2021,,Windows 11 Home,ללא,"2.25 ק""ג",IdeaPad Gaming 3,AMD Ryzen 7,16 GB,3200MHz,5800H,דור 4,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,120 Hz,ללא,NVIDIA GeForce RTX 3050 Ti,1 מגה פיקסל,לא כולל,"RJ-45 , אוזניות/מיקרופון , USB-C , Bluetooth , USB",802.11ax,לא כולל,"4,969","5,888",29.0,DDR4
Lenovo,2021,לא רלוונטי,Windows 10 PRO,מסך מסתובב,"1.4 ק""ג",Yoga 7,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,256 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,כולל,Integrated graphics,1 מגה פיקסל,קורא טביעות אצבע,"Thunderbolt , אוזניות/מיקרופון , Bluetooth , USB",802.11ax,לא כולל,"4,598","5,140",29.0,DDR4
Asus,2021,לא רלוונטי,Windows  10,ללא,"1.3 ק""ג",לא רלוונטי,Intel Celeron,4 GB,1100Mhz,N4020,דור 4,64 GB,eMMC,לא כולל,14 אינטש,1920x1080,LED,60 Hz,ללא,Intel UHD Graphics 600,כולל,לא כולל,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,לא כולל,979,"1,990",29.0,DDR4
Lenovo,2021,לא רלוונטי,Windows 10 PRO,ללא,"2.07 ק""ג",ThinkPad P15v,Intel Core i7,16 GB,2300MHz,11800H,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,NVIDIA T600,1 מגה פיקסל,"מצלמת IR , קורא טביעות אצבע","RJ-45 , Thunderbolt , Card Reader , HDMI , Bluetooth , USB",802.11ax,לא כולל,"6,782","7,390",30.0,DDR4
Dell,2021,לא רלוונטי,Windows 11 Home,מסך מסתובב,,Inspiron 5410,Intel Core i7,16 GB,5000Mhz,1195G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,כולל,NVIDIA GeForce MX350,לא כולל,לא כולל,"Card Reader , USB-C , HDMI , Bluetooth , USB",כולל,לא כולל,"4,382","4,910",30.0,DDR4
Lenovo,2021,לא רלוונטי,Windows  10,מסך מסתובב,"1.8 ק""ג",Flex 5,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,כולל,Integrated Intel Iris Xe Graphics,1 מגה פיקסל,קורא טביעות אצבע,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"3,188","3,589",30.0,DDR4
Lenovo,2021,לא רלוונטי,ללא,ללא,"1.38 ק""ג",IdeaPad 5,Intel Core i3,8 GB,3000Mhz,1115G4,דור 11,256 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,Integrated Intel UHD Graphics,1 מגה פיקסל,קורא טביעות אצבע,"DisplayPort , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"1,999","2,500",30.0,DDR4
Dell,מ 2022,לא רלוונטי,Windows 11 Pro,ללא,"1.57 ק""ג",Inspiron 5510,Intel Core i7,16 GB,3300Mhz,11370H,דור 11,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LED,60 Hz,ללא,NVIDIA GeForce MX450,1 מגה פיקסל,קורא טביעות אצבע,"USB-C , HDMI , Bluetooth , USB",WiFi 6,לא כולל,"4,809","4,990",30.0,DDR4
Lenovo,2021,גיימינג,ללא,ללא,"2.45 ק""ג",Legion 5 Pro,AMD Ryzen 7,32 GB,3200MHz,5800H,דור 4,1000 GB,SSD,לא כולל,16 אינטש,2560x1600,IPS,165 Hz,ללא,NVIDIA GeForce RTX 3060,1 מגה פיקסל,לא כולל,"RJ-45 , DisplayPort , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"6,519","7,490",30.0,DDR4
Asus,מ 2022,לא רלוונטי,Windows  10,ללא,"1.4 ק""ג",ZenBook 14X,Intel Core i5,16 GB,2400Mhz,1135G7,דור 11,1000 GB,SSD,לא כולל,14 אינטש,2880X1800,OLED,60 Hz,כולל,NVIDIA GeForce MX450,1 מגה פיקסל,קורא טביעות אצבע,"Thunderbolt , Card Reader , אוזניות/מיקרופון , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"5,638","5,949",30.0,DDR4
Asus,מ 2022,לא רלוונטי,Windows  10,ללא,"2 ק""ג",TUF Dash F15,Intel Core i7,16 GB,3300Mhz,11370H,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,NVIDIA GeForce RTX 3050,לא כולל,לא כולל,"DisplayPort , Thunderbolt , אוזניות/מיקרופון , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"4,278","4,990",30.0,DDR4
Dell,מ 2022,לא רלוונטי,ללא,ללא,"1.69 ק""ג",Vostro 3510,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,Intel UHD Graphics,1 מגה פיקסל,לא כולל,"RJ-45 , Card Reader , HDMI , Bluetooth , USB",802.11ac,לא כולל,"2,387","2,706",30.0,DDR4
Lenovo,2021,לא רלוונטי,Windows 10 PRO,ללא,"1.13 ק""ג",ThinkPad X1 Carbon,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,1000 GB,SSD,לא כולל,14 אינטש,1920x1200,LCD,60 Hz,ללא,Integrated Intel Iris Xe Graphics,1 מגה פיקסל,מצלמת IR,"Thunderbolt , USB-C , HDMI , Bluetooth , USB",802.11ax,כולל,"7,899","8,985",30.0,DDR4
Asus,מ 2022,לא רלוונטי,Windows 11 Home,ללא,"1.8 ק""ג",VivoBook 15,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,OLED,60 Hz,ללא,NVIDIA GeForce MX350,1 מגה פיקסל,קורא טביעות אצבע,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"4,099","4,634",30.0,DDR4
Lenovo,מ 2022,לא רלוונטי,Windows 11 Home,מסך מסתובב,"1.4 ק""ג",IdeaPad Yoga 9,Intel Core i7,16 GB,4700Mhz,1260P,דור 12,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,כולל,NVIDIA GeForce MX450,1 מגה פיקסל,לא כולל,"אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",כולל,לא כולל,"7,112","7,612",30.0,DDR4
Dell,מ 2022,לא רלוונטי,Windows 11 Pro,ללא,"1.33 ק""ג",Latitude 7420,Intel Core i5,16 GB,2600Mhz,1145G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,Intel Iris Xe Graphics,כולל,לא כולל,Bluetooth,"WiFi 6 , 802.11ax",לא כולל,"5,215","5,646",30.0,DDR4
Dell,2021,לא רלוונטי,Windows 11 Pro,ללא,"1.4 ק""ג",Latitude 5420,Intel Core i7,16 GB,3000Mhz,1185G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,,,לא כולל,"RJ-45 , DisplayPort , Card Reader , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"5,835","6,631",30.0,DDR4
Asus,מ 2022,לא רלוונטי,Windows 11 Home,ללא,"1.8 ק""ג",VivoBook 15,Intel Core i5,16 GB,2400Mhz,1135G7,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,,LCD,60 Hz,ללא,Intel UHD Graphics,1 מגה פיקסל,לא כולל,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"3,247","4,090",30.0,DDR4
Asus,2021,לא רלוונטי,Windows  10,ללא,"1.6 ק""ג",לא רלוונטי,Intel Core i3,8 GB,1200Mhz,1005G1,דור 10,256 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,Intel UHD Graphics,כולל,לא כולל,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,לא כולל,"1,949","2,122",30.0,DDR4
Lenovo,מ 2022,לא רלוונטי,Windows 11 Home,ללא,"1.9 ק""ג",IdeaPad 5 Pro,AMD Ryzen 7,16 GB,3200MHz,5800H,דור 4,512 GB,SSD,לא כולל,16 אינטש,2560x1600,IPS,60 Hz,ללא,NVIDIA GeForce GTX 1650,1 מגה פיקסל,מצלמת IR,"DisplayPort , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"4,650","4,949",30.0,DDR4
Asus,מ 2022,לא רלוונטי,Windows 11 Home,ללא,"1.4 ק""ג",VivoBook S14,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,Intel Iris Xe Graphics,1 מגה פיקסל,לא כולל,"Thunderbolt , Card Reader , אוזניות/מיקרופון , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"3,160","3,183",30.0,DDR4
Lenovo,מ 2022,לא רלוונטי,Windows 11 Pro,ללא,"1.4 ק""ג",ThinkBook 14 G2,Intel Core i5,16 GB,2400Mhz,1135G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,INTEGRATED INTEL IRIS XE GRAPHICS,1 מגה פיקסל,קורא טביעות אצבע,"RJ-45 , DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"3,277","3,490",30.0,DDR4
Lenovo,2021,לא רלוונטי,Windows 10 PRO,ללא,"1.13 ק""ג",ThinkPad X1 Carbon,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,256 GB,SSD,לא כולל,14 אינטש,1920x1200,IPS,60 Hz,ללא,Integrated Intel Iris Xe Graphics,1 מגה פיקסל,"מצלמת IR , קורא טביעות אצבע","Thunderbolt , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"6,288","7,290",30.0,DDR4
Lenovo,מ 2022,גיימינג,Windows 11 Home,ללא,"1.4 ק""ג",Yoga Slim 7 Pro,AMD Ryzen 9,16 GB,3000Mhz,5900HS,דור 4,512 GB,SSD,לא כולל,14 אינטש,2880X1800,OLED,90 Hz,ללא,NVIDIA GeForce MX450,1 מגה פיקסל,מצלמת IR,"DisplayPort , אוזניות/מיקרופון , USB-C , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"5,592","6,000",30.0,DDR4
Dell,מ 2022,לא רלוונטי,Windows 11 Pro,ללא,"1.59 ק""ג",Vostro 3400,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,Intel UHD Graphics,1 מגה פיקסל,לא כולל,"RJ-45 , HDMI , Bluetooth , USB",802.11ac,לא כולל,"2,894","3,599",30.0,DDR4
Lenovo,2021,לא רלוונטי,Windows 10 PRO,ללא,"2.87 ק""ג",ThinkPad P15,Intel Core i7,32 GB,2300MHz,11800H,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,NVIDIA RTX A3000,1 מגה פיקסל,מצלמת IR,"RJ-45 , DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"10,196","11,591",31.0,DDR4
Asus,מ 2022,לא רלוונטי,Windows 11 Home,ללא,"1.8 ק""ג",VivoBook 15,Intel Core i5,8 GB,2400Mhz,1135G7,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LED,60 Hz,ללא,Intel Iris Xe Graphics,1 מגה פיקסל,לא כולל,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"2,531","3,290",31.0,DDR4
Dell,מ 2022,לא רלוונטי,,ללא,"1.63 ק""ג",Vostro 5510,Intel Core i5,16 GB,3200MHz,11320H,דור 11,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,Intel Iris Xe Graphics,1 מגה פיקסל,לא כולל,"RJ-45 , Thunderbolt , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",כולל,לא כולל,"4,238","4,890",31.0,DDR4
Lenovo,מ 2022,לא רלוונטי,Windows 11 Home,ללא,"2.10 ק""ג",IdeaPad 3,Intel Core i7,8 GB,2800Mhz,1165G7,דור 11,512 GB,SSD,לא כולל,17.3 אינטש,1920x1080,IPS,60 Hz,ללא,NVIDIA GeForce MX350,1 מגה פיקסל,קורא טביעות אצבע,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"4,038","4,340",31.0,DDR4
Lenovo,מ 2022,לא רלוונטי,Windows 11 Pro,ללא,"1.41 ק""ג",IdeaPad 5 Pro,AMD Ryzen 7,16 GB,3200MHz,5800H,דור 4,1000 GB,SSD,לא כולל,14 אינטש,2240x1400,IPS,60 Hz,כולל,NVIDIA GeForce MX450,כולל,מצלמת IR,"DisplayPort , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"4,751","5,090",31.0,DDR4
Lenovo,מ 2022,לא רלוונטי,Windows 11 Home,מסך מסתובב,"1.4 ק""ג",IdeaPad Yoga 9,Intel Core i7,16 GB,4700Mhz,1260P,דור 12,512 GB,SSD,לא כולל,14 אינטש,3840x2400,OLED,60 Hz,כולל,Integrated Intel Iris Xe Graphics,כולל,"מצלמת IR , קורא טביעות אצבע","DisplayPort , Thunderbolt , אוזניות/מיקרופון , USB-C , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"7,552","8,110",31.0,DDR5
Asus,מ 2022,לא רלוונטי,Windows 11 Pro,ללא,"1.62 ק""ג",ZenBook Duo 14,Intel Core i7,32 GB,2900MHz,1195G7,דור 11,1000 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,כולל,NVIDIA GeForce MX450,כולל,מצלמת IR,"Thunderbolt , Card Reader , אוזניות/מיקרופון , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"7,753","8,249",31.0,DDR4
Lenovo,2021,לא רלוונטי,Windows 10 PRO,מסך מסתובב,"1.8 ק""ג",Flex 5,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,1000 GB,SSD,לא כולל,15.6 אינטש,3840x2160,IPS,60 Hz,כולל,NVIDIA GeForce MX450,1 מגה פיקסל,קורא טביעות אצבע,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"5,480","5,982",31.0,DDR4
Asus,2021,לא רלוונטי,Windows 11 Home,ללא,"1.6 ק""ג",לא רלוונטי,Intel Core i3,8 GB,3000Mhz,1115G4,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,Intel UHD Graphics,כולל,לא כולל,"אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,לא כולל,"2,084","2,299",31.0,DDR4
Asus,2020,לא רלוונטי,Windows  10,ללא,"0.98 ק""ג",לא רלוונטי,Intel Celeron,4 GB,1100Mhz,N4020,דור 4,64 GB,eMMC,לא כולל,11.6 אינטש,1366x768,LED,60 Hz,ללא,Intel UHD Graphics 600,0.3 מגה פיקסל,לא כולל,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , USB",802.11ac,לא כולל,884,971,31.0,DDR4
Lenovo,מ 2022,לא רלוונטי,Windows 11 Pro,מסך מסתובב,"1.4 ק""ג",IdeaPad Yoga 9,Intel Core i7,16 GB,4700Mhz,1260P,דור 12,512 GB,SSD,לא כולל,14 אינטש,3840x2400,OLED,60 Hz,כולל,Integrated Intel Iris Xe Graphics,כולל,"מצלמת IR , קורא טביעות אצבע","DisplayPort , Thunderbolt , אוזניות/מיקרופון , USB-C , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"7,486","8,303",31.0,DDR5
Dell,מ 2022,לא רלוונטי,ללא,ללא,"1.44 ק""ג",Vostro 5410,Intel Core i7,16 GB,3400MHz,11390H,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,NVIDIA GeForce MX450,1 מגה פיקסל,לא כולל,"RJ-45 , Thunderbolt , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",כולל,לא כולל,"3,988","4,250",31.0,DDR4
Lenovo,2021,לא רלוונטי,ללא,ללא,"1.65 ק""ג",IdeaPad 3,Intel Core i7,8 GB,2800Mhz,1165G7,דור 11,256 GB,SSD,לא כולל,15.6 אינטש,,LCD,60 Hz,ללא,Integrated graphics,כולל,לא כולל,"USB-C , HDMI , Bluetooth , USB",כולל,לא כולל,"2,590","2,790",31.0,DDR4
Asus,מ 2022,לא רלוונטי,ללא,ללא,"1.8 ק""ג",לא רלוונטי,Intel Core i3,8 GB,3000Mhz,1115G4,דור 11,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,Intel UHD Graphics,1 מגה פיקסל,לא כולל,"אוזניות/מיקרופון , HDMI , Bluetooth",802.11ac,לא כולל,"1,699","2,190",31.0,DDR4
Lenovo,2020,לא רלוונטי,Windows 10 PRO,מסך מסתובב,"1.4 ק""ג",Yoga 7,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,1000 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,כולל,Intel Iris Plus Graphics,1 מגה פיקסל,קורא טביעות אצבע,"DisplayPort , Thunderbolt , אוזניות/מיקרופון , Bluetooth , USB",802.11ax,לא כולל,"5,315","5,949",31.0,DDR4
Asus,מ 2022,לא רלוונטי,ללא,ללא,"1.8 ק""ג",לא רלוונטי,AMD Ryzen 5,8 GB,2100Mhz,5500U,דור 4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,AMD Radeon  Graphics,כולל,לא כולל,"אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ac,לא כולל,"2,115","2,650",31.0,DDR4
Lenovo,מ 2022,לא רלוונטי,Windows 11 Pro,מסך מסתובב,"1.4 ק""ג",Yoga 9,Intel Core i7,16 GB,4700Mhz,1260P,דור 12,512 GB,SSD,לא כולל,14 אינטש,2880X1800,OLED,60 Hz,כולל,NVIDIA GeForce MX450,כולל,"מצלמת IR , קורא טביעות אצבע","DisplayPort , Thunderbolt , אוזניות/מיקרופון , USB-C , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"7,033","7,690",31.0,DDR5
Lenovo,2021,לא רלוונטי,Windows 10 PRO,ללא,"1.75 ק""ג",ThinkPad P15s,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,כולל,NVIDIA Quadro T500,1 מגה פיקסל,"מצלמת IR , קורא טביעות אצבע","RJ-45 , DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"6,348","7,339",31.0,DDR4
