Brand,Zap Enter Date,Gaming Compability,Operating System,Two in One,Weight,Series,CPU type,RAM Capacity,CPU speed,CPU modal,CPU generation,Hard drive capacity,Hard drive Type,Optical Drive,Screen Size,Screen Resolution,Screen Type,FPS,Touch Screen,GPU,Web camera,Secutiry,Connectors,Wifi modal,Cellular modem,Min price,Max price,Page number,Memory type
Lenovo,2020,לא רלוונטי,Windows 10 PRO,ללא,"2.07 ק""ג",ThinkPad P15v,Intel Core i7,32 GB,2600Mhz,10750H,דור 10,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,Nvidia Quadro P620,1 מגה פיקסל,"מצלמת IR , קורא טביעות אצבע","RJ-45 , Thunderbolt , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth",802.11ax,לא כולל,"7,990","7,990",118.0,DDR4
Lenovo,2020,לא רלוונטי,Windows  10,ללא,"1.29 ק""ג",ThinkPad,Intel Core i7,16 GB,,10510U,דור 10,1000 GB,SSD,לא כולל,13.3 אינטש,1920x1080,IPS,60 Hz,ללא,Intel UHD Graphics,כולל,קורא טביעות אצבע,"USB-C , HDMI , USB",802.11ax,לא כולל,"7,990","7,990",118.0,DDR4
Lenovo,2020,גיימינג,ללא,ללא,"2.39 ק""ג",Legion 5P,Intel Core i7,32 GB,2300MHz,10875H,דור 10,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,144 Hz,ללא,NVIDIA Geforce RTX 2060,לא כולל,לא כולל,"RJ-45 , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"7,990","7,990",118.0,DDR4
Apple,2017,לא רלוונטי,MacOS,ללא,"1.37 ק""ג",MacBook Pro,Intel Core i5,8 GB,,,,256 GB,SSD,לא כולל,13.3 אינטש,2560x1600,IPS,60 Hz,ללא,Intel HD Graphics 640,כולל,קורא טביעות אצבע,"DisplayPort , USB-C , USB",כולל,לא כולל,"7,999","7,999",118.0,DDR4
Dell,2021,לא רלוונטי,Windows 10 PRO,ללא,"1.2 ק""ג",XPS 13,Intel Core i7,16 GB,3000Mhz,1185G7,דור 11,1000 GB,SSD,לא כולל,13.4 אינטש,1920x1080,LCD,60 Hz,ללא,Intel Iris Xe Graphics,1 מגה פיקסל,לא כולל,"Thunderbolt , אוזניות/מיקרופון",,לא כולל,"10,000","10,000",118.0,DDR3
Lenovo,2019,לא רלוונטי,Windows  10,ללא,"1.75 ק""ג",ThinkPad,Intel Core i7,40 GB,2000Mhz,8565U,דור 8,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,NVIDIA Quadro P520,כולל,"מצלמת IR , קורא טביעות אצבע","RJ-45 , USB-C , HDMI , USB",802.11ac,לא כולל,"8,139","8,139",118.0,DDR4
Lenovo,2020,לא רלוונטי,Windows 10 PRO,ללא,"1.47 ק""ג",ThinkPad P14s,Intel Core i7,16 GB,,10510U,דור 10,512 GB,SSD,לא כולל,14 אינטש,3840x2160,LCD,60 Hz,ללא,NVIDIA Quadro P520,1 מגה פיקסל,קורא טביעות אצבע,"RJ-45 , Thunderbolt , Card Reader , USB-C , Bluetooth , USB",802.11ax,לא כולל,"8,040","8,040",118.0,DDR4
Dynabook,2018,לא רלוונטי,Windows  10,ללא,"1.1 ק""ג",Portage,Intel Core i5,8 GB,1600Mhz,8250U,דור 8,256 GB,SSD,לא כולל,12.5 אינטש,1920x1080,,60 Hz,כולל,Intel HD Graphics 620,כולל,קורא טביעות אצבע,"USB-C , HDMI , USB",כולל,לא כולל,"8,053","8,053",118.0,DDR3
Lenovo,2021,לא רלוונטי,Windows 10 PRO,ללא,"2.87 ק""ג",ThinkPad T15g,Intel Core i7,32 GB,2300MHz,11800H,דור 11,1000 GB,SSD,לא כולל,15.6 אינטש,3840x2160,IPS,60 Hz,ללא,NVIDIA GeForce RTX 3080,1 מגה פיקסל,"מצלמת IR , קורא טביעות אצבע","RJ-45 , DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , USB-C , Bluetooth , USB",802.11ax,לא כולל,"12,458","13,888",118.0,DDR4
Asus,2021,גיימינג,Windows 10 PRO,ללא,"1.9 ק""ג",ROG Zephyrus,AMD Ryzen 9,32 GB,3000Mhz,5900HS,דור 4,1000 GB,SSD,לא כולל,15.6 אינטש,2560x1440,IPS,165 Hz,ללא,NVIDIA GeForce RTX 3080,לא כולל,,"RJ-45 , DisplayPort , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"13,185","14,390",118.0,DDR4
Lenovo,מ 2022,לא רלוונטי,Windows 10 PRO,ללא,"1.7 ק""ג",ThinkPad P1,Intel Core i7,16 GB,2600Mhz,10750H,דור 10,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,NVIDIA Quadro T2000 Max-Q,1 מגה פיקסל,"מצלמת IR , קורא טביעות אצבע","DisplayPort , Thunderbolt , Card Reader , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"9,090","11,800",118.0,DDR4
Lenovo,2020,לא רלוונטי,Windows 10 PRO,ללא,"1.27 ק""ג",ThinkPad T14s,Intel Core i5,16 GB,1600Mhz,10210U,דור 10,1000 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,Integrated Intel UHD Graphics,1 מגה פיקסל,קורא טביעות אצבע,"DisplayPort , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"8,090","8,090",118.0,DDR4
Lenovo,מ 2022,לא רלוונטי,Windows 10 PRO,ללא,"1.13 ק""ג",ThinkPad X1 Carbon,Intel Core i7,16 GB,3000Mhz,1185G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1200,IPS,60 Hz,כולל,Integrated Intel Iris Xe Graphics,1 מגה פיקסל,קורא טביעות אצבע,"DisplayPort , Thunderbolt , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ax,לא כולל,"9,499","9,690",119.0,DDR4
Asus,2021,גיימינג,Windows  10,ללא,"2.3 ק""ג",ROG Strix,AMD Ryzen 9,16 GB,3300Mhz,5900HX,דור 4,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,NVIDIA GeForce RTX 3070,לא כולל,לא כולל,"RJ-45 , DisplayPort , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"10,209","10,209",119.0,DDR4
Asus,2021,גיימינג,Windows  10,ללא,"1.7 ק""ג",לא רלוונטי,AMD Ryzen 7,16 GB,2800Mhz,5800HS,דור 4,1000 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,144 Hz,ללא,NVIDIA GeForce RTX 3060,כולל,לא כולל,"DisplayPort , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"9,150","9,188",119.0,DDR4
Dell,2020,לא רלוונטי,Windows 10 PRO,ללא,"1.54 ק""ג",Latitude 5411,Intel Core i7,32 GB,2700MHz,10850H,דור 10,1000 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,NVIDIA GeForce MX250,1 מגה פיקסל,לא כולל,"RJ-45 , DisplayPort , Thunderbolt , USB-C , HDMI , Bluetooth , USB",WiFi 6,לא כולל,"8,188","8,188",119.0,DDR4
Lenovo,2021,לא רלוונטי,Windows  10,מסך מסתובב,"2.0 ק""ג",Yoga 9,Intel Core i7,16 GB,2600Mhz,10750H,דור 10,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,כולל,NVIDIA GeForce GTX 1650Ti,כולל,לא כולל,"Thunderbolt , USB-C , Bluetooth , USB",כולל,לא כולל,"8,190","8,190",119.0,DDR4
Lenovo,2020,לא רלוונטי,Windows 10 PRO,ללא,"1.47 ק""ג",ThinkPad P14s,Intel Core i7,32 GB,,10510U,דור 10,1000 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,NVIDIA Quadro P520,1 מגה פיקסל,"מצלמת IR , קורא טביעות אצבע","RJ-45 , DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"8,190","8,190",119.0,DDR4
Dell,2020,לא רלוונטי,Windows 10 PRO,ללא,"1.53 ק""ג",Latitude 5411,Intel Core i7,32 GB,2700MHz,10850H,דור 10,1000 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,NVIDIA GeForce MX250,כולל,לא כולל,"RJ-45 , DisplayPort , Card Reader , USB-C , HDMI , Bluetooth , USB",802.11ac,לא כולל,"8,200","8,200",119.0,DDR4
HP,2020,גיימינג,Windows  10,ללא,"2.36 ק""ג",Omen,Intel Core i7,16 GB,2600Mhz,10750H,דור 10,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,144 Hz,ללא,NVIDIA GeForce RTX 2070,1 מגה פיקסל,לא כולל,"RJ-45 , DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",WiFi 6,לא כולל,"8,224","8,224",119.0,DDR4
Apple,2018,לא רלוונטי,MacOS,ללא,"1.37 ק""ג",MacBook Pro,Intel Core i5,8 GB,,,,256 GB,SSD,לא כולל,13.3 אינטש,2560x1600,LED,60 Hz,ללא,Intel Iris Graphics,1 מגה פיקסל,קורא טביעות אצבע,"DisplayPort , USB-C , USB",כולל,לא כולל,"8,239","8,239",119.0,DDR3
Dell,2021,לא רלוונטי,Windows 10 PRO,ללא,"1.96 ק""ג",XPS 15,Intel Core i7,16 GB,2300MHz,11800H,דור 11,1000 GB,SSD,לא כולל,15.6 אינטש,3456X2160,OLED,60 Hz,כולל,NVIDIA GeForce RTX 3050 Ti,1 מגה פיקסל,קורא טביעות אצבע,"DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , USB-C , Bluetooth , USB",WiFi 6,לא כולל,"12,290","12,990",119.0,DDR4
HP,2020,לא רלוונטי,Windows 10 PRO,מסך מסתובב,"1.21 ק""ג",EliteBook,Intel Core i7,16 GB,1100Mhz,10710U,דור 10,512 GB,SSD,לא כולל,13.3 אינטש,1920x1080,IPS,60 Hz,כולל,Intel HD graphics 2000,לא כולל,לא כולל,"Thunderbolt , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",WiFi 6,לא כולל,"9,439","9,439",119.0,DDR4
Lenovo,2018,לא רלוונטי,Windows  10,ללא,"2.5 ק""ג",ThinkPad,Intel Core i7,8 GB,,8550U,דור 8,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,,60 Hz,ללא,Nvidia Quadro P1000,1 מגה פיקסל,קורא טביעות אצבע,"RJ-45 , USB-C , HDMI , USB",כולל,לא כולל,"8,357","8,357",119.0,DDR4
Dell,2021,לא רלוונטי,Windows 10 PRO,ללא,"1.2 ק""ג",XPS 13,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,1000 GB,SSD,לא כולל,13.4 אינטש,3840x2400,LCD,60 Hz,כולל,Intel Iris Xe Graphics,1 מגה פיקסל,לא כולל,"Thunderbolt , אוזניות/מיקרופון , Bluetooth",WiFi 6,לא כולל,"10,386","10,900",119.0,DDR4
Asus,2021,גיימינג,Windows  10,ללא,"2.3 ק""ג",ROG Strix,AMD Ryzen 7,16 GB,3200MHz,5800H,דור 4,1000+1000 GB,7200+SSD,לא כולל,15.6 אינטש,1920x1080,LCD,144 Hz,ללא,NVIDIA GeForce RTX 3070,לא כולל,לא כולל,"DisplayPort , USB-C , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"9,390","9,990",119.0,DDR4
Dell,2021,לא רלוונטי,Windows 10 PRO,ללא,"1.16 ק""ג",XPS 13,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,512 GB,SSD,לא כולל,13.3 אינטש,1920x1080,LCD,60 Hz,ללא,Intel Iris Xe Graphics,1 מגה פיקסל,קורא טביעות אצבע,"DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , USB-C , Bluetooth , USB",WiFi 6,לא כולל,"8,390","8,390",119.0,DDR4
Lenovo,2020,לא רלוונטי,Windows 10 PRO,מסך מסתובב,"1.36 ק""ג",ThinkPad X1 Yoga,Intel Core i5,8 GB,1600Mhz,10210U,דור 10,256 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,כולל,Integrated Intel UHD Graphics,1 מגה פיקסל,"מצלמת IR , קורא טביעות אצבע","RJ-45 , Thunderbolt , USB-C , HDMI , Bluetooth , USB",802.11ax,כולל,"8,390","8,390",119.0,DDR3
Apple,2020,לא רלוונטי,MacOS,ללא,"1.37 ק""ג",MacBook,Intel Core i5,8 GB,,,דור 8,512 GB,SSD,לא כולל,13.3 אינטש,2560x1600,"LED , IPS",60 Hz,ללא,Intel Iris Graphics,כולל,קורא טביעות אצבע,"DisplayPort , USB",כולל,לא כולל,"8,528","8,528",119.0,DDR3
Lenovo,2020,לא רלוונטי,Windows 10 PRO,לא רלוונטי,"1.7 ק""ג",ThinkPad X1,Intel Core i7,16 GB,2600Mhz,10750H,דור 10,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,NVIDIA GeForce GTX 1650,1 מגה פיקסל,מצלמת IR,"RJ-45 , Thunderbolt , Card Reader , USB-C , Bluetooth , USB",802.11ax,לא כולל,"9,541","9,740",119.0,DDR4
Dynabook,2021,לא רלוונטי,Windows 10 PRO,מסך מסתובב,"0.98 ק""ג",Portege,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,512 GB,SSD,לא כולל,13.3 אינטש,1920x1080,LCD,60 Hz,כולל,Intel Iris Xe Graphics,כולל,"מצלמת IR , קורא טביעות אצבע","Thunderbolt , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",WiFi 6,לא כולל,"9,450","9,499",119.0,DDR4
Lenovo,2020,לא רלוונטי,Windows  10,ללא,"1.47 ק""ג",ThinkPad,Intel Core i7,32 GB,,10510U,דור 10,1000 GB,SSD,לא כולל,14 אינטש,3840x2160,IPS,60 Hz,ללא,NVIDIA Quadro P520,כולל,"מצלמת IR , קורא טביעות אצבע","RJ-45 , Card Reader , USB-C , HDMI , USB",802.11ax,כולל,"8,564","8,564",120.0,DDR4
Lenovo,2020,לא רלוונטי,Windows 10 PRO,ללא,"1.09 ק""ג",ThinkPad X1 Carbon,Intel Core i7,16 GB,,10510U,דור 10,1000 GB,SSD,לא כולל,14 אינטש,3840x2160,IPS,60 Hz,ללא,Integrated Intel UHD Graphics,1 מגה פיקסל,"מצלמת IR , קורא טביעות אצבע","אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"8,490","8,490",120.0,DDR3
Lenovo,2020,לא רלוונטי,Windows 10 PRO,ללא,"1.27 ק""ג",ThinkPad,Intel Core i7,16 GB,,10510U,דור 10,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,Intel UHD Graphics,1 מגה פיקסל,קורא טביעות אצבע,"Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",כולל,כולל,"8,490","8,490",120.0,DDR4
Dell,2020,לא רלוונטי,Windows  10,ללא,"2.45 ק""ג",Precision,Intel Core i7,16 GB,2600Mhz,10750H,דור 10,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,,60 Hz,ללא,NVIDIA Quadro T2000,כולל,לא כולל,"RJ-45 , USB-C , HDMI , USB",כולל,לא כולל,"8,490","8,490",120.0,DDR4
Dynabook,2018,לא רלוונטי,Windows  10,ללא,"1.05 ק""ג",Portage,Intel Core i7,16 GB,,8550U,דור 8,512 GB,SSD,לא כולל,13.3 אינטש,1920x1080,LED,60 Hz,ללא,Intel HD Graphics 620,כולל,קורא טביעות אצבע,"USB-C , HDMI , USB",כולל,לא כולל,"8,490","8,490",120.0,DDR4
Apple,עד 2017,לא רלוונטי,MacOS,ללא,"1.37 ק""ג",MacBook Pro,Intel Core i5,8 GB,,,,512 GB,SSD,לא כולל,13.3 אינטש,2560x1600,IPS,,ללא,Intel Iris Graphics,,,"DisplayPort , USB-C , USB",כולל,לא כולל,"8,499","8,499",120.0,DDR4
Asus,2017,גיימינג,Windows  10,ללא,"2.93 ק""ג",ROG Strix,Intel Core i7,32 GB,2800Mhz,7700HQ,דור 7,1000+256 GB,5400+SSD,לא כולל,17.3 אינטש,1920x1080,,,ללא,NVIDIA GeForce GTX1060,,,"RJ-45 , DisplayPort , USB-C , HDMI , USB",כולל,לא כולל,"8,618","8,618",120.0,DDR4
Lenovo,2021,לא רלוונטי,Windows 10 PRO,ללא,"1.36 ק""ג",ThinkPad T14s,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,Integrated Intel Iris Xe Graphics,1 מגה פיקסל,"מצלמת IR , קורא טביעות אצבע","RJ-45 , Thunderbolt , HDMI , Bluetooth , USB",802.11ax,כולל,"8,590","8,590",120.0,DDR4
HP,2020,לא רלוונטי,Windows 10 PRO,ללא,"2.02 ק""ג",ZBook,Intel Core i7,32 GB,2700MHz,10850H,דור 10,1000 GB,SSD,לא כולל,15.6 אינטש,3840x2160,OLED,60 Hz,ללא,NVIDIA GeForce RTX 2070,1 מגה פיקסל,לא כולל,"DisplayPort , Card Reader , אוזניות/מיקרופון , HDMI , Bluetooth , USB",WiFi 6,לא כולל,"11,911","12,597",120.0,DDR4
Lenovo,2020,לא רלוונטי,Windows 10 PRO,ללא,"1.09 ק""ג",ThinkPad X1 Carbon,Intel Core i7,16 GB,,10510U,דור 10,1000 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,Integrated Intel UHD Graphics,1 מגה פיקסל,"מצלמת IR , קורא טביעות אצבע","Thunderbolt , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"9,848","9,849",120.0,DDR3
HP,2020,גיימינג,Windows 10 PRO,ללא,"3.84 ק""ג",ZBook,Intel Core i7,16 GB,2600Mhz,10750H,דור 10,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,Nvidia Quadro T1000,1 מגה פיקסל,קורא טביעות אצבע,"DisplayPort , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",WiFi 6,לא כולל,"8,650","8,650",120.0,DDR4
Lenovo,2020,לא רלוונטי,Windows 10 PRO,ללא,"2.74 ק""ג",ThinkPad P15,Intel Core i7,32 GB,2600Mhz,10750H,דור 10,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,NVIDIA Quadro T2000,1 מגה פיקסל,"מצלמת IR , קורא טביעות אצבע","RJ-45 , Thunderbolt , Card Reader , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"9,690","9,690",120.0,DDR4
Microsoft,2020,לא רלוונטי,Windows  10,ללא,"1.26 ק""ג",Surface,Intel Core i7,16 GB,1300Mhz,1065G7,דור 10,256 GB,SSD,לא כולל,13.5 אינטש,2256x1504,LED,60 Hz,ללא,Intel Iris Plus Graphics,1 מגה פיקסל,לא כולל,"USB-C , Bluetooth , USB",802.11ac,לא כולל,"8,690","8,690",120.0,DDR4
HP,2019,לא רלוונטי,Windows  10,מסך מסתובב,"1.35 ק""ג",EliteBook,Intel Core i7,16 GB,,8565U,דור 8,1000 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,כולל,Intel HD Graphics 620,כולל,מצלמת IR,"USB-C , USB",כולל,לא כולל,"8,699","8,699",120.0,DDR4
Dell,2020,לא רלוונטי,Windows  10,ללא,"1.84 ק""ג",Precision,Intel Core i7,16 GB,2600Mhz,10750H,דור 10,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LED,60 Hz,ללא,NVIDIA Quadro T1000,כולל,לא כולל,USB-C,802.11ax,לא כולל,"9,832","9,832",120.0,DDR4
Asus,2021,גיימינג,Windows 10 PRO,ללא,"2.3 ק""ג",ROG Strix,AMD Ryzen 9,32 GB,3300Mhz,5900HX,דור 4,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,"IPS , LCD",300 Hz,ללא,NVIDIA GeForce RTX 3070,לא כולל,לא כולל,"DisplayPort , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"10,773","11,649",120.0,DDR4
MSI,2019,לא רלוונטי,Windows  10,ללא,"2.6 ק""ג",,Intel Core i7,16 GB,2600Mhz,9750H,דור 9,1000+512 GB,7200+SSD,לא כולל,17.3 אינטש,1920x1080,,60 Hz,ללא,NVIDIA GeForce GTX1660,כולל,לא כולל,"USB-C , HDMI , USB",כולל,לא כולל,"8,879","8,879",120.0,DDR4
Asus,2021,לא רלוונטי,Windows  10,ללא,"1.5 ק""ג",ZenBook Duo,Intel Core i7,32 GB,2800Mhz,1165G7,דור 11,1000 GB,SSD,לא כולל,13.3 אינטש,1920x1080,LCD,60 Hz,כולל,NVIDIA GeForce MX450,כולל,מצלמת IR,"Thunderbolt , Card Reader , אוזניות/מיקרופון , HDMI , Bluetooth , USB",802.11ax,לא כולל,"8,890","8,890",120.0,DDR4
Asus,2021,לא רלוונטי,Windows 10 PRO,ללא,"0.88 ק""ג",ExpertBook B9,Intel Core i7,32 GB,2800Mhz,1165G7,דור 11,2000 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,Intel Iris Xe Graphics,1 מגה פיקסל,קורא טביעות אצבע,"HDMI , Bluetooth",802.11ax,לא כולל,"8,890","8,890",120.0,DDR4
Dell,2021,לא רלוונטי,Windows 10 PRO,מסך מסתובב,"1.32 ק""ג",XPS 13,Intel Core i7,32 GB,2800Mhz,1165G7,דור 11,1000 GB,SSD,לא כולל,13.4 אינטש,3840x2400,LCD,60 Hz,כולל,Intel Iris Xe Graphics,1 מגה פיקסל,לא כולל,"Thunderbolt , אוזניות/מיקרופון",,לא כולל,"11,796","11,990",120.0,DDR4
Apple,2017,לא רלוונטי,MacOS,ללא,"1.37 ק""ג",MacBook Pro,Intel Core i5,8 GB,,,,512 GB,SSD,לא כולל,13.3 אינטש,2560x1600,IPS,60 Hz,ללא,Intel Iris Graphics,כולל,קורא טביעות אצבע,"DisplayPort , Thunderbolt , אוזניות/מיקרופון , USB-C , USB",כולל,לא כולל,"8,799","8,799",120.0,DDR4
Asus,2021,גיימינג,Windows  10,ללא,"2.7 ק""ג",ROG Strix,AMD Ryzen 7,16 GB,3200MHz,5800H,דור 4,1000 GB,SSD,לא כולל,17.3 אינטש,1920x1080,LCD,300 Hz,ללא,NVIDIA GeForce RTX 3070,לא כולל,לא כולל,"RJ-45 , DisplayPort , אוזניות/מיקרופון , USB-C , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"8,911","8,911",121.0,DDR4
HP,2021,לא רלוונטי,Windows 10 PRO,ללא,"2.76 ק""ג",ZBook Fury,Intel Core i7,32 GB,2300MHz,11800H,דור 11,1000 GB,SSD,לא כולל,17.3 אינטש,3840x2160,LCD,60 Hz,ללא,NVIDIA RTX A3000,1 מגה פיקסל,לא כולל,"RJ-45 , DisplayPort , HDMI , Bluetooth , USB",כולל,לא כולל,"12,848","13,690",121.0,DDR4
Dell,2021,לא רלוונטי,Windows 10 PRO,מסך מסתובב,"1.32 ק""ג",XPS 13,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,512 GB,SSD,לא כולל,13.4 אינטש,3840x2400,LCD,60 Hz,כולל,Intel Iris Xe Graphics,1 מגה פיקסל,לא כולל,"Thunderbolt , אוזניות/מיקרופון",,לא כולל,"9,849","9,850",121.0,DDR4
Dell,2021,לא רלוונטי,Windows 10 PRO,מסך מסתובב,"1.27 ק""ג",XPS 13,Intel Core i7,16 GB,2800Mhz,1165G7,דור 11,1000 GB,SSD,לא כולל,13.4 אינטש,1920x1080,LCD,60 Hz,כולל,Intel Iris Xe Graphics,1 מגה פיקסל,קורא טביעות אצבע,"Thunderbolt , אוזניות/מיקרופון , Bluetooth",WiFi 6,לא כולל,"10,850","11,000",121.0,DDR4
Asus,2021,גיימינג,Windows 10 PRO,ללא,"2.5 ק""ג",ROG Strix,AMD Ryzen 9,16 GB,3300Mhz,5900HX,דור 4,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,300 Hz,ללא,AMD Radeon RX 6800M,,לא כולל,"RJ-45 , DisplayPort , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB","WiFi 6 , 802.11ax",לא כולל,"10,990","11,178",121.0,DDR4
Lenovo,2021,גיימינג,ללא,ללא,"2.45 ק""ג",Legion 5 Pro,AMD Ryzen 7,16 GB,3200MHz,5800H,דור 4,512 GB,SSD,לא כולל,16 אינטש,2560x1600,IPS,165 Hz,ללא,NVIDIA GeForce RTX 3070,1 מגה פיקסל,לא כולל,"RJ-45 , DisplayPort , אוזניות/מיקרופון , USB-C , HDMI , Bluetooth , USB",802.11ax,לא כולל,"8,990","8,990",121.0,DDR4
Dell,2021,לא רלוונטי,Windows 10 PRO,ללא,"1.84 ק""ג",Precision 5550,Intel Core i7,16 GB,2600Mhz,10750H,דור 10,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1200,LCD,60 Hz,ללא,NVIDIA Quadro T1000,כולל,קורא טביעות אצבע,"DisplayPort , Thunderbolt , Card Reader , USB-C , Bluetooth , USB",כולל,לא כולל,"9,900","9,900",121.0,DDR4
Dynabook,2019,לא רלוונטי,Windows  10,מסך נשלף,"1.4 ק""ג",Portage,Intel Core i5,8 GB,1600Mhz,8250U,דור 8,256 GB,SSD,לא כולל,13.3 אינטש,1920x1080,,60 Hz,כולל,Intel HD Graphics 620,כולל,"מצלמת IR , קורא טביעות אצבע","USB-C , HDMI , USB",כולל,לא כולל,"8,907","8,907",121.0,DDR3
Huawei,2020,לא רלוונטי,Windows  10,ללא,"1.33 ק""ג",Matebook,Intel Core i7,16 GB,,10510U,דור 10,1000 GB,SSD,לא כולל,13.9 אינטש,3000x2000,,60 Hz,כולל,NVIDIA GeForce MX250,כולל,קורא טביעות אצבע,USB-C,כולל,לא כולל,"9,026","9,026",121.0,DDR4
Lenovo,2019,לא רלוונטי,Windows  10,מסך מסתובב,"1.4 ק""ג",ThinkPad Yoga,Intel Core i5,8 GB,1600Mhz,8265U,דור 8,256 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,כולל,Intel HD Graphics 620,כולל,"מצלמת IR , קורא טביעות אצבע","USB-C , HDMI , USB",כולל,כולל,"8,944","8,944",121.0,DDR3
Lenovo,2021,לא רלוונטי,Windows 10 PRO,ללא,"2.87 ק""ג",ThinkPad T15g,Intel Core i7,32 GB,2300MHz,11800H,דור 11,1000 GB,SSD,לא כולל,15.6 אינטש,3840x2160,IPS,60 Hz,ללא,NVIDIA GeForce RTX 3070,1 מגה פיקסל,מצלמת IR,"RJ-45 , DisplayPort , Thunderbolt , Card Reader , אוזניות/מיקרופון , USB-C , Bluetooth , USB",802.11ax,לא כולל,"12,047","12,584",121.0,DDR4
Dell,2019,לא רלוונטי,Windows  10,ללא,"2.53 ק""ג",Precision,Intel Core i7,16 GB,2600Mhz,9850H,דור 9,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,NVIDIA Quadro T2000,כולל,לא כולל,"RJ-45 , USB-C , HDMI , USB",כולל,לא כולל,"8,958","8,958",121.0,DDR4
